length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
661794,0.34924307,0.090267114,0.062098816,0.0006330648,2356.361370961701,151470.01971381166,2624.635908194777,64750.64473178787,5287.300665693881,1134730.500795039,0.1011202901440448,0.0008750099204229,2.1397632e-06,0.0021404712,2.2418582e-05,0.0010050948,112.34714674,-159.5183,1473.3271,89.124855,223.07231,3.6043615,184.06764,22.03331,163.76457,4.1094513,152.50832,3.1054928,78.36991,-2.8378594,70.93033,4.5816445,62.503765,-4.326886,56.1212,4.7944846,50.339962,-2.3782384,59.538853,4.891727,42.29766,-2.180638,43.684975,1.2291912,40.82913,-5.4891415,46.991184,1.5820185,44.90742,-3.0436509,49.54415,0.1870282,50.13864,-3.0945864,43.446712,-1.9035193,36.013256,blues
661794,0.36083883,0.08953705,0.08802012,0.0013523867,1765.8769373559023,111147.46650204476,1975.900817227469,76948.75712628715,3763.2644830336426,811445.4935220922,0.0834537986997293,0.0007160763357982,7.737878e-06,0.0039236913,-3.4693374e-05,0.0023625859,123.046875,-150.5163,2306.0425,123.2849,282.08566,-21.806774,221.5044,43.757076,144.62624,-7.7887936,171.54662,21.067446,87.90706,-15.746088,68.02626,16.284117,72.68522,-12.790331,87.21473,11.501059,64.50527,-9.078288,57.027626,8.163502,55.717014,-4.0135293,43.68693,5.8753204,43.00084,-4.63322,49.688824,0.15668437,64.371765,-1.0865238,35.48429,-0.7607928,39.53178,-2.5784118,54.917336,0.8787567,49.270576,blues
661794,0.35340837,0.08758962,0.08766621,0.0012545007,1878.0233590996163,119200.78835150186,2153.267158361795,65155.15277925495,4003.010803364269,868770.231573006,0.085333284996133,0.0007846766831565,-1.5231322e-05,0.00393543,-7.057181e-05,0.002292173,117.45383523,-143.18718,2108.1548,112.71633,260.01917,-11.507449,206.98912,34.71966,148.65285,-1.5519791,178.4468,12.424592,94.297775,-9.16831,68.96168,10.227272,73.83528,-8.341174,81.8979,7.280293,60.922756,-4.4603596,62.524307,5.4971857,51.330734,-0.71730363,40.041534,3.1233342,37.850662,-3.2901342,43.17968,-1.1893191,57.522705,-0.0073493076,36.670593,-1.307674,40.21967,-0.26581037,52.425983,0.71545637,50.690002,blues
661794,0.36125243,0.096059225,0.04271144,0.00053363893,1217.4122214216552,239451.20409136545,1633.883795300485,196599.47656552677,2849.435644304669,2005743.0536124648,0.0488368105906805,0.0010026894498726,-4.2845262e-05,0.0011132497,-2.6241763e-05,0.0005031722,69.83741554,-303.7697,8636.372,133.54778,928.2164,-2.06052,539.9066,47.51858,361.14536,-6.7360177,447.5754,30.756712,282.26978,-9.796911,258.78152,13.929929,88.42308,5.902909,85.52305,-0.9737327,77.984215,9.471911,66.49215,-4.0931997,71.580666,5.4734893,85.08648,-3.274365,63.11333,6.3716087,50.860992,-2.4168818,47.295586,0.45293456,72.65766,-0.18555868,57.176334,-0.8653171,47.631912,-1.1209835,35.544567,blues
661794,0.32670373,0.09448247,0.061821852,0.0012871334,1466.3790893301348,422281.7611201184,1965.0395490710569,391923.4295611295,3444.638026120215,3317048.299626323,0.0565397966212296,0.0014870703110523,-3.44219e-05,0.0023249784,5.1617303e-06,0.0012638785,71.77734375,-256.09555,11765.651,115.56199,1156.5034,10.223173,508.69208,32.48132,298.61716,2.1590521,246.06177,19.873167,171.42242,-8.048697,185.78613,21.34542,149.95879,-9.515075,153.90007,10.925099,100.33533,-5.3709927,100.695656,4.7453218,94.33857,-2.1944394,61.06663,3.7229235,65.40915,-5.252906,51.503506,0.5953284,55.584476,-0.863802,53.696594,-0.09105374,44.894794,-0.6414374,49.56608,-0.25330526,46.958008,blues
661794,0.3408494,0.09497618,0.09590782,0.00237272,1530.261766989378,375915.5087781222,2038.9876082704009,213905.1031911825,3550.7136156830047,2978310.9040219653,0.0560398087055297,0.001447521491359,0.00014128136,0.0051013343,-0.0001796235,0.0030642098,67.99958882,-207.52383,7769.1045,123.98514,559.91345,8.947019,572.3363,35.86715,264.7167,2.909594,279.97607,21.519472,156.3668,-8.556513,200.80205,23.370676,142.56712,-10.103608,166.11464,11.899242,104.35725,-5.558824,105.15637,5.3778763,96.20453,-2.234492,64.87307,4.220704,73.15043,-6.0106864,52.429462,0.9292941,55.337963,-0.72840273,60.231403,0.2968724,48.133217,-0.28243044,51.106014,0.53064454,45.7887,blues
661794,0.31877792,0.088264436,0.068030976,0.0011880891,1294.321924298638,366409.7052911476,1443.587448925112,383731.4544294916,2536.2632662956785,1520962.0933565611,0.0680425397573472,0.0014691081033918,-1.13483e-06,0.0031704153,-1.0003924e-05,0.0009355416,184.5703125,-229.54988,26509.127,125.695015,2903.2192,-30.74791,401.1295,30.052784,267.11792,-16.80619,171.51398,24.812366,162.26266,-12.969593,98.56216,11.645661,116.34455,-11.445297,72.10526,9.8204,65.46952,-9.222781,56.503784,2.8535278,70.20717,-4.408525,51.2513,-1.1291744,35.43481,-5.9556932,31.631214,-0.73354256,33.76905,-1.5969865,33.897373,-5.564768,49.092,-0.14669004,39.006557,-4.342565,39.579456,blues
661794,0.33921188,0.08920769,0.11053783,0.002058128,1625.2823698043492,306872.1503655704,1938.4817142477891,349348.3303918647,3218.9640620468385,1361202.3189156323,0.0757681838505413,0.0012864191025282,-1.1473124e-06,0.0074612894,-7.380156e-07,0.0026436534,172.265625,-144.45177,17807.15,110.309,1272.7407,-12.83101,336.38998,14.039605,141.57375,-0.87340885,119.84532,12.526714,75.28605,-2.660428,77.068924,1.9345367,86.63608,-2.5684946,41.849552,1.9636341,47.97505,-5.432025,53.317818,-0.60944223,47.53599,-3.1460633,41.398045,-5.461912,37.36856,-4.960769,33.37442,-1.3854556,37.345566,-4.3448544,43.688232,-4.114021,49.337563,-0.97117555,38.30582,-3.1444714,29.663456,blues
661794,0.36353773,0.08525664,0.17547321,0.002750858,1552.8324814348227,156471.0109039441,1747.7540868495228,76295.4133981059,3042.4101154654877,784130.8743978116,0.0762912074632637,0.0010068290788351,-1.8167239e-06,0.016344344,-2.0188574e-05,0.0074642007,161.49902344,-90.757164,3317.887,140.44087,508.85614,-29.084547,412.0644,31.686691,143.95421,-13.976547,155.66135,25.753752,74.391716,-13.664991,106.84102,11.634442,106.520256,-11.778322,65.48224,9.714756,67.84235,-13.125314,57.67196,5.7912464,64.49476,-8.901966,60.390575,-1.0801601,57.690224,-9.226244,36.514374,2.4483044,40.641678,-7.7248397,47.629646,-1.819024,52.393597,-3.4404576,46.6434,-2.2381277,30.65315,blues
661794,0.3984372,0.09757034,0.0663768,0.0021783726,2572.0700790198885,551729.3815172338,2986.9606882632074,83020.91809207757,6361.229619072651,1885955.6253361283,0.0810784784657772,0.0041345838107152,3.5658888e-06,0.005368097,-1.6611904e-05,0.0004709061,151.99908088,-201.6738,1533.2358,79.97077,488.85217,26.157038,167.8941,14.824707,115.78808,5.2485967,98.343254,7.4380164,54.78669,1.2395021,79.59182,6.3732705,57.687622,1.6893368,52.27823,5.052356,51.11931,-1.0892814,40.137028,2.3492188,27.325962,-4.038672,39.59546,-0.43272722,60.319798,-2.8701413,45.24731,0.60004777,32.201767,-3.3663015,34.881737,1.4679487,38.678402,-3.6537592,30.17352,-0.27598092,23.006218,blues
661794,0.40485436,0.09399866,0.14104027,0.006347602,1070.1534175250663,184366.00943826744,1596.4225644535757,166551.84424343146,2184.8790286035382,1493077.8489404472,0.0333088626256767,0.0004227589870948,3.612629e-06,0.019055042,-1.8110979e-05,0.0027113643,63.02400915,-199.57513,5508.2666,150.0861,456.30908,5.663404,257.10977,26.855278,158.36113,1.7700715,267.97372,14.232647,126.80743,-4.8278456,155.94673,9.286853,81.2703,-0.7561202,92.3018,8.134434,71.381836,-3.200026,110.269356,6.078081,48.21452,-2.478445,56.776222,-1.0815871,62.243004,-2.874454,51.609818,0.7739941,44.432903,-3.3240688,50.218452,0.6363107,37.325726,-0.6159676,37.257774,-3.405046,31.965258,blues
661794,0.34260094,0.098931916,0.08167959,0.003945726,1197.773462290861,404731.8017828409,1846.4190400088264,672448.0946844356,2547.7126685759863,2983792.234175635,0.0329180110450502,0.0006086422774554,3.9505594e-06,0.007797414,-1.7143897e-05,0.0010426105,73.828125,-259.63135,13944.193,112.27639,2321.8057,15.382507,269.5539,17.210392,162.29611,4.574622,167.03238,9.123512,81.47431,-1.5548512,107.58446,5.3934717,67.290184,0.98195475,60.688587,4.491176,49.942894,-1.4697518,73.00159,3.307982,37.516342,-1.0632321,42.116425,-2.2274942,48.00381,-1.8274305,45.267963,-0.123635516,33.859802,-2.3452737,37.62663,-0.13182615,31.681225,-0.21773218,29.224125,-2.8932278,29.518969,blues
661794,0.30188024,0.087748595,0.056396827,0.00094213075,1855.5567611625725,365940.8137698063,1762.9113143152404,89972.10067135241,3642.225565545244,1625771.4849257432,0.1107926394528228,0.0028452340182276,4.388872e-06,0.0022380545,-6.766441e-06,0.00087145105,112.34714674,-209.00708,5074.4365,123.39346,858.954,-35.730484,308.86557,23.654423,186.393,-32.684486,340.1044,11.969484,153.64433,-23.383171,95.47925,1.3420933,132.97784,-12.464538,126.659225,2.2888124,95.76195,-13.107756,78.88673,-2.7752404,83.72779,-5.7281613,91.0154,-6.7286,74.51384,-9.726285,80.697266,-5.397039,101.13684,-6.5922637,64.2836,-0.7908328,55.757977,-4.30844,62.780575,-11.660499,60.451233,blues
661794,0.30852598,0.08784315,0.09150122,0.002305285,1835.128512772569,343249.4957463238,1748.4107584538044,88378.70447779536,3579.9574708164155,1572336.2989541132,0.1014605387180974,0.0019541247020998,-1.845967e-05,0.0048144883,-9.545041e-06,0.0030943628,135.99917763,-160.35417,5199.1035,126.209496,853.27124,-35.581394,334.0323,22.139256,193.75323,-32.47355,336.4254,10.850701,134.86504,-23.35007,93.29354,0.49324897,124.73352,-11.796538,129.9754,1.2035191,99.71713,-13.084959,80.24316,-2.8104997,86.4365,-6.9344716,89.548325,-7.5538754,70.91569,-9.167669,75.75422,-4.515863,85.99519,-5.451786,75.27674,-0.91595227,53.633236,-4.408018,62.882492,-11.704385,55.190254,blues
661794,0.31006148,0.08708093,0.064123675,0.0011339016,2652.514695174176,278950.26049179287,2657.945628771959,127875.20910161444,5668.578251885151,1441070.723362807,0.1322286772525135,0.0025525497810739,-9.31468e-06,0.002606416,-1.0969986e-05,0.0012695816,123.046875,-155.34422,2530.7734,81.733376,392.8193,-8.266761,371.33856,1.3179095,148.78383,-15.888338,220.27702,-2.7327867,89.2923,-10.353572,82.24333,-7.894714,82.010735,-5.1141405,72.109825,-3.7156413,50.611073,-7.1478105,60.672768,-6.6045275,74.735405,-2.521053,89.573204,-8.794628,75.20556,-7.3948317,64.47647,-4.29303,71.75719,-4.7541547,58.318398,-1.4512013,52.560555,-4.063617,53.571327,-10.478176,54.016796,blues
